data_source,lake,region,fish_species,sample_id,year,month,day,sample_date,latitude,longitude,doc_mg_l,doc_level,length_mm,d13c,d15n,c_n,av_pelagic_d13c,av_pelagic_d15n,av_benthic_d13c,av_benthic_d15n,d13ccorr_lipids,pelagic_diet_proportion,trophic_position,baseline_av_pelagic_d13c,baseline_av_pelagic_d15n,baseline_av_benthic_d13c,baseline_av_benthic_d15n,d13c_baseline_difference
Johnston,Deer,N.Ontario,Northern pike,17184,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,513,-24.48,9.33,3.12,-28.916,2.586,-15.84333333,0.732777778,-24.2,0.64,4.2,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Northern pike,17177,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,501,-23.87,9.61,3.11,-28.916,2.586,-15.84333333,0.732777778,-23.6,0.59,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Northern pike,17176,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,452,-25.53,9.2,3.11,-28.916,2.586,-15.84333333,0.732777778,-25.3,0.72,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20037,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,645,-25.13,9.81,3.2,-28.916,2.586,-15.84333333,0.732777778,-24.7,0.68,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17190,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,642,-27.1,11.05,3.08,-28.916,2.586,-15.84333333,0.732777778,-26.9,0.85,4.6,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20044,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,627,-28.99,10.47,3.46,-28.916,2.586,-15.84333333,0.732777778,-28,0.93,4.4,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20038,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,600,-27.21,10.13,3.13,-28.916,2.586,-15.84333333,0.732777778,-26.9,0.85,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20039,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,592,-27.73,10.06,3.16,-28.916,2.586,-15.84333333,0.732777778,-27.4,0.88,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17195,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,584,-28,10.79,3.14,-28.916,2.586,-15.84333333,0.732777778,-27.7,0.91,4.5,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17194,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,576,-27.64,10.45,3.47,-28.916,2.586,-15.84333333,0.732777778,-26.7,0.83,4.4,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17192,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,561,-27.7,10.46,3.16,-28.916,2.586,-15.84333333,0.732777778,-27.3,0.88,4.4,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17191,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,521,-27.35,9.95,3.07,-28.916,2.586,-15.84333333,0.732777778,-27.2,0.87,4.2,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20033,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,503,-24.76,9.43,3.22,-28.916,2.586,-15.84333333,0.732777778,-24.3,0.65,4.2,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20042,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,500,-27.15,10.15,3.15,-28.916,2.586,-15.84333333,0.732777778,-26.8,0.84,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17189,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,484,-27.39,10.06,3.08,-28.916,2.586,-15.84333333,0.732777778,-27.2,0.87,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17196,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,480,-27.6,9.53,3.08,-28.916,2.586,-15.84333333,0.732777778,-27.4,0.88,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17193,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,478,-27.91,9.69,3.17,-28.916,2.586,-15.84333333,0.732777778,-27.5,0.89,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17199,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,461,-27.06,10.23,3.16,-28.916,2.586,-15.84333333,0.732777778,-26.7,0.83,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17200,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,449,-28.23,10.38,3.11,-28.916,2.586,-15.84333333,0.732777778,-28,0.93,4.3,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17198,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,443,-27.49,9.39,3.22,-28.916,2.586,-15.84333333,0.732777778,-27,0.85,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20034,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,440,-25.74,8.87,3.16,-28.916,2.586,-15.84333333,0.732777778,-25.4,0.73,4,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20041,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,435,-27.84,9.64,3.17,-28.916,2.586,-15.84333333,0.732777778,-27.5,0.89,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17188,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,431,-26.47,9.2,3.09,-28.916,2.586,-15.84333333,0.732777778,-26.3,0.8,4.1,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20036,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,424,-25.97,8.58,3.17,-28.916,2.586,-15.84333333,0.732777778,-25.6,0.75,3.9,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20040,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,420,-27.33,9.7,3.16,-28.916,2.586,-15.84333333,0.732777778,-27,0.85,4.2,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17197,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,409,-27,9.62,3.15,-28.916,2.586,-15.84333333,0.732777778,-26.7,0.83,4.2,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20035,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,388,-25.87,8.4,3.18,-28.916,2.586,-15.84333333,0.732777778,-25.5,0.74,3.9,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17202,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,372,-25.57,8.63,3.15,-28.916,2.586,-15.84333333,0.732777778,-25.2,0.72,3.9,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,17201,2015,8,10,2015-08-10,52.65,-94.18,6.9,medium_doc,360,-25.41,8.45,3.15,-28.916,2.586,-15.84333333,0.732777778,-25.1,0.71,3.9,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Deer,N.Ontario,Walleye,20043,2018,9,18,2018-09-18,52.65,-94.18,6.9,medium_doc,334,-26.91,9.08,3.14,-28.916,2.586,-15.84333333,0.732777778,-26.6,0.82,4,-28.916,2.586,-15.84333333,0.732777778,-13.07266667
Johnston,Monmonawson,N.Ontario,Northern pike,14654,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,777,-17.34,7.51,3.2,-23.322,2.25,-15.735,1.51125,-16.9,0.15,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14661,2015,8,23,2015-08-23,51.71,-89.49,12,high_doc,720,-17.5,7.8,3.23,-23.322,2.25,-15.735,1.51125,-17,0.17,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14656,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,703,-17.38,7.87,3.23,-23.322,2.25,-15.735,1.51125,-16.9,0.15,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14659,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,610,-20.35,8.15,3.3,-23.322,2.25,-15.735,1.51125,-19.7,0.52,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14657,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,606,-17.69,7.58,3.18,-23.322,2.25,-15.735,1.51125,-17.3,0.21,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14655,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,600,-17.64,7.86,3.2,-23.322,2.25,-15.735,1.51125,-17.2,0.19,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14660,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,534,-17.71,7.75,3.2,-23.322,2.25,-15.735,1.51125,-17.3,0.21,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14662,2015,8,23,2015-08-23,51.71,-89.49,12,high_doc,531,-17.56,7.62,3.19,-23.322,2.25,-15.735,1.51125,-17.1,0.18,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14658,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,489,-19.2,7.6,3.29,-23.322,2.25,-15.735,1.51125,-18.6,0.38,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,14653,2015,8,22,2015-08-22,51.71,-89.49,12,high_doc,360,-18.78,7.64,3.19,-23.322,2.25,-15.735,1.51125,-18.4,0.35,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,15920,2015,NA,NA,NA,51.71,-89.49,12,high_doc,161,-17.77,6.58,3.21,-23.322,2.25,-15.735,1.51125,-17.3,0.21,3.4,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Northern pike,15919,2015,NA,NA,NA,51.71,-89.49,12,high_doc,160,-18.37,6.57,3.24,-23.322,2.25,-15.735,1.51125,-17.8,0.27,3.4,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18538,2015,NA,NA,NA,51.71,-89.49,12,high_doc,201,-18.25,7.8,3.07,-23.322,2.25,-15.735,1.51125,-18.1,0.31,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18693,2015,NA,NA,NA,51.71,-89.49,12,high_doc,162,-19.66,7.73,3.32,-23.322,2.25,-15.735,1.51125,-19,0.43,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18691,2015,NA,NA,NA,51.71,-89.49,12,high_doc,157,-19.33,7.76,3.25,-23.322,2.25,-15.735,1.51125,-18.8,0.4,3.8,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18537,2015,NA,NA,NA,51.71,-89.49,12,high_doc,151,-19.07,7.13,3.13,-23.322,2.25,-15.735,1.51125,-18.8,0.4,3.6,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18536,2015,NA,NA,NA,51.71,-89.49,12,high_doc,149,-17.94,7.38,3.13,-23.322,2.25,-15.735,1.51125,-17.6,0.25,3.7,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18692,2015,NA,NA,NA,51.71,-89.49,12,high_doc,149,-19.83,6.63,3.31,-23.322,2.25,-15.735,1.51125,-19.2,0.46,3.4,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18694,2015,NA,NA,NA,51.71,-89.49,12,high_doc,139,-18.68,6.88,3.4,-23.322,2.25,-15.735,1.51125,-17.8,0.27,3.5,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18690,2015,NA,NA,NA,51.71,-89.49,12,high_doc,137,-18.57,6.36,3.32,-23.322,2.25,-15.735,1.51125,-17.9,0.29,3.4,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18688,2015,NA,NA,NA,51.71,-89.49,12,high_doc,50,-17.83,5.02,3.26,-23.322,2.25,-15.735,1.51125,-17.3,0.21,3,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18689,2015,NA,NA,NA,51.71,-89.49,12,high_doc,44,-19.17,6.19,3.33,-23.322,2.25,-15.735,1.51125,-18.5,0.36,3.3,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Monmonawson,N.Ontario,Yellow perch,18695,2015,NA,NA,NA,51.71,-89.49,12,high_doc,42,-18.09,6.09,3.49,-23.322,2.25,-15.735,1.51125,-17.1,0.18,3.3,-23.322,2.25,-15.735,1.51125,-7.587
Johnston,Mameigwess,N.Ontario,Northern pike,16464,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,914,-21.47,8.91,3.23,-27.23,1.235333333,-14.32,-0.315,-21,0.52,4.5,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16460,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,848,-21.33,8.56,3.23,-27.23,1.235333333,-14.32,-0.315,-20.8,0.5,4.4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16455,2016,6,23,2016-06-23,49.55,-91.82,2.9,low_doc,798,-20.5,8.76,3.23,-27.23,1.235333333,-14.32,-0.315,-20,0.44,4.5,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16457,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,683,-19.61,8.21,3.24,-27.23,1.235333333,-14.32,-0.315,-19.1,0.37,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16458,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,527,-19.85,7.5,3.16,-27.23,1.235333333,-14.32,-0.315,-19.5,0.4,4.1,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16459,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,524,-21.65,7.22,3.2,-27.23,1.235333333,-14.32,-0.315,-21.2,0.53,4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16461,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,475,-20.6,7.1,3.15,-27.23,1.235333333,-14.32,-0.315,-20.3,0.46,4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16456,2016,6,23,2016-06-23,49.55,-91.82,2.9,low_doc,466,-19.85,7.22,3.18,-27.23,1.235333333,-14.32,-0.315,-19.4,0.39,4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16463,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,457,-19.08,7.08,3.17,-27.23,1.235333333,-14.32,-0.315,-18.7,0.34,4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Northern pike,16462,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,431,-20.47,7.06,3.15,-27.23,1.235333333,-14.32,-0.315,-20.1,0.45,4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16472,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,432,-19.99,8.41,4,-27.23,1.235333333,-14.32,-0.315,-18.2,0.3,4.4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16468,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,410,-18.56,8.05,3.34,-27.23,1.235333333,-14.32,-0.315,-17.8,0.27,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16473,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,406,-19.14,8.06,3.59,-27.23,1.235333333,-14.32,-0.315,-18,0.29,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16466,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,402,-18.49,8,3.25,-27.23,1.235333333,-14.32,-0.315,-17.9,0.28,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16470,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,400,-18.14,7.73,3.4,-27.23,1.235333333,-14.32,-0.315,-17.3,0.23,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16465,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,382,-19.89,8.45,3.54,-27.23,1.235333333,-14.32,-0.315,-18.8,0.35,4.4,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16469,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,363,-18.37,7.97,3.44,-27.23,1.235333333,-14.32,-0.315,-17.5,0.25,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16471,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,358,-18.82,8.11,3.2,-27.23,1.235333333,-14.32,-0.315,-18.4,0.32,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16474,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,345,-19.78,7.91,3.28,-27.23,1.235333333,-14.32,-0.315,-19.2,0.38,4.2,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Black bass,16467,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,322,-20.89,7.8,3.22,-27.23,1.235333333,-14.32,-0.315,-20.4,0.47,4.2,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16486,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,734,-25.29,8.88,3.3,-27.23,1.235333333,-14.32,-0.315,-24.6,0.8,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16475,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,685,-25.09,8.79,3.19,-27.23,1.235333333,-14.32,-0.315,-24.7,0.8,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16479,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,645,-25.52,8.73,3.46,-27.23,1.235333333,-14.32,-0.315,-24.6,0.8,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16482,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,619,-27.88,8.8,4.97,-27.23,1.235333333,-14.32,-0.315,-25.1,0.84,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16476,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,610,-25.59,8.48,3.31,-27.23,1.235333333,-14.32,-0.315,-24.9,0.82,4.2,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16485,2016,6,26,2016-06-26,49.55,-91.82,2.9,low_doc,598,-25.24,8.85,3.29,-27.23,1.235333333,-14.32,-0.315,-24.6,0.8,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16484,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,593,-25.63,8.84,3.55,-27.23,1.235333333,-14.32,-0.315,-24.5,0.79,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16478,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,562,-26.18,8.43,3.75,-27.23,1.235333333,-14.32,-0.315,-24.7,0.8,4.2,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16483,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,556,-21.64,6.13,3.2,-27.23,1.235333333,-14.32,-0.315,-21.2,0.53,3.7,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16480,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,555,-27.18,8.71,4.24,-27.23,1.235333333,-14.32,-0.315,-25.1,0.84,4.3,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16477,2016,6,24,2016-06-24,49.55,-91.82,2.9,low_doc,462,-21.42,8,3.24,-27.23,1.235333333,-14.32,-0.315,-20.9,0.51,4.2,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Mameigwess,N.Ontario,Walleye,16481,2016,6,25,2016-06-25,49.55,-91.82,2.9,low_doc,454,-25.82,7.95,3.54,-27.23,1.235333333,-14.32,-0.315,-24.7,0.8,4.1,-27.23,1.235333333,-14.32,-0.315,-12.91
Johnston,Matinenda,N.Ontario,Black bass,20575,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,156,-22.53,7.58,3.18,-27.07714286,1.572857143,-11.38,0.663333333,-22.1,0.68,3.9,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Black bass,20576,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,130,-19.94,6.73,3.27,-27.07714286,1.572857143,-11.38,0.663333333,-19.4,0.51,3.6,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Black bass,20577,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,127,-23.25,7.31,3.26,-27.07714286,1.572857143,-11.38,0.663333333,-22.7,0.72,3.8,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Black bass,20574,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,84,-21.96,5.64,3.39,-27.07714286,1.572857143,-11.38,0.663333333,-21.1,0.62,3.3,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Black bass,20572,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,83,-20.09,6.56,3.3,-27.07714286,1.572857143,-11.38,0.663333333,-19.4,0.51,3.6,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Black bass,20573,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,81,-20.17,6.85,3.29,-27.07714286,1.572857143,-11.38,0.663333333,-19.5,0.52,3.7,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20552,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,180,-20.69,7.26,3.22,-27.07714286,1.572857143,-11.38,0.663333333,-20.2,0.56,3.8,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20553,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,114,-20.66,7.13,3.22,-27.07714286,1.572857143,-11.38,0.663333333,-20.2,0.56,3.8,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20559,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,101,-23.78,6.4,3.23,-27.07714286,1.572857143,-11.38,0.663333333,-23.3,0.76,3.5,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20555,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,69,-22.42,4.95,3.41,-27.07714286,1.572857143,-11.38,0.663333333,-21.6,0.65,3.1,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20556,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,65,-22.51,4.83,3.34,-27.07714286,1.572857143,-11.38,0.663333333,-21.8,0.66,3,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20554,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,64,-23.21,4.8,3.31,-27.07714286,1.572857143,-11.38,0.663333333,-22.5,0.71,3,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20557,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,62,-22.64,4.57,3.34,-27.07714286,1.572857143,-11.38,0.663333333,-21.9,0.67,3,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Johnston,Matinenda,N.Ontario,Yellow perch,20558,2018,9,16,2018-09-16,46.39,-82.92,2.9,low_doc,NA,-23.89,7.16,3.24,-27.07714286,1.572857143,-11.38,0.663333333,-23.4,0.77,3.7,-27.07714286,1.572857143,-11.38,0.663333333,-15.69714286
Moslemi,McGill,NWT,Northern pike,15276,2018,8,28,2018-08-28,61.30345,121.013878,17.46488,high_doc,716,-31.03829278,11.74312932,3.140350246,-34.64,2.57,-32.516,2.258,-30.7,0,4.7,-34.64,2.57,-32.516,2.258,-2.124
Moslemi,McGill,NWT,Northern pike,15275,2018,8,28,2018-08-28,61.30345,121.013878,17.46488,high_doc,595,-31.54313362,11.89245361,3.129331787,-34.64,2.57,-32.516,2.258,-31.3,0,4.7,-34.64,2.57,-32.516,2.258,-2.124
Moslemi,McGill,NWT,Northern pike,10321,2014,9,5,2014-09-05,61.30345,121.013878,17.46488,high_doc,562,-31.76,11.08,3.290103435,-34.64,2.57,-32.516,2.258,-31.1,0,4.5,-34.64,2.57,-32.516,2.258,-2.124
Moslemi,McGill,NWT,Northern pike,15274,2018,8,28,2018-08-28,61.30345,121.013878,17.46488,high_doc,560,-31.83077374,11.71415387,3.171624275,-34.64,2.57,-32.516,2.258,-31.4,0,4.7,-34.64,2.57,-32.516,2.258,-2.124
